[2023-02-21T09:11:57.414] [INFO] access - path:/api/log/login/list?pageNum=1&pageSize=10&userName=&realName=&startTime=&endTime= | method:GET | ua:apifox/1.0.0 (https://www.apifox.cn)
[2023-02-21T09:42:13.650] [INFO] access - path:/api/log/login/list?pageSize=10&pageNum=1&total=33&page=1&timeRange[]=yyyy-02-We&timeRange[]=yyyy-02-Fr | method:GET | ua:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36
[2023-02-21T09:42:22.463] [INFO] access - path:/api/log/login/list?pageSize=10&pageNum=1&total=33&page=1&timeRange[]=yyyy-02-We&timeRange[]=yyyy-02-Th | method:GET | ua:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36
[2023-02-21T09:46:52.494] [INFO] access - path:/api/log/login/list?pageSize=10&pageNum=1&total=33&page=1&timeRange[]=2023-02-02&timeRange[]=2023-02-09 | method:GET | ua:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36
[2023-02-21T09:47:25.927] [INFO] access - path:/api/log/login/list?pageSize=10&pageNum=1&total=33&page=1&timeRange[]=2023-02-02&timeRange[]=2023-02-09 | method:GET | ua:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36
[2023-02-21T09:47:30.018] [INFO] access - path:/api/log/login/list?pageSize=10&pageNum=1&total=33&page=1&timeRange[]=2023-02-08&timeRange[]=2023-02-16 | method:GET | ua:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36
[2023-02-21T09:47:32.752] [INFO] access - path:/api/log/login/list?pageSize=10&pageNum=1&total=33&page=1 | method:GET | ua:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36
[2023-02-21T09:47:36.896] [INFO] access - path:/api/log/login/list?pageSize=10&pageNum=1&total=0&page=1 | method:GET | ua:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36
[2023-02-21T09:47:44.384] [INFO] access - path:/api/log/login/list?pageSize=10&pageNum=1&total=33&page=1&timeRange[]=2023-02-02&timeRange[]=2023-02-08&startTime=2023-02-02&endTime=2023-02-08 | method:GET | ua:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36
[2023-02-21T09:47:50.898] [INFO] access - path:/api/log/login/list?pageSize=10&pageNum=1&total=0&page=1&timeRange[]=2023-02-20&timeRange[]=2023-02-21&startTime=2023-02-20&endTime=2023-02-21 | method:GET | ua:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36
[2023-02-21T09:47:55.987] [INFO] access - path:/api/log/login/list?pageSize=10&pageNum=1&total=32&page=1&timeRange[]=2023-02-21&timeRange[]=2023-02-21&startTime=2023-02-21&endTime=2023-02-21 | method:GET | ua:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36
[2023-02-21T09:47:59.905] [INFO] access - path:/api/log/login/list?pageSize=10&pageNum=1&total=0&page=1&timeRange[]=2023-02-20&timeRange[]=2023-02-21&startTime=2023-02-20&endTime=2023-02-21 | method:GET | ua:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36
[2023-02-21T09:48:05.167] [INFO] access - path:/api/log/login/list?pageSize=10&pageNum=1&total=32&page=1&timeRange[]=2023-02-19&timeRange[]=2023-02-20&startTime=2023-02-19&endTime=2023-02-20 | method:GET | ua:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36
[2023-02-21T09:48:10.152] [INFO] access - path:/api/log/login/list?pageSize=10&pageNum=1&total=0&page=1&timeRange[]=2023-02-19&timeRange[]=2023-02-21&startTime=2023-02-19&endTime=2023-02-21 | method:GET | ua:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36
[2023-02-21T09:50:37.373] [INFO] access - path:/api/log/login/list?pageSize=10&pageNum=1&total=32&page=1&timeRange[]=2023-02-15+00:00:00&timeRange[]=2023-02-17+00:00:00&startTime=2023-02-15+00:00:00&endTime=2023-02-17+00:00:00 | method:GET | ua:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36
[2023-02-21T09:50:44.169] [INFO] access - path:/api/log/login/list?pageSize=10&pageNum=1&total=0&page=1 | method:GET | ua:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36
[2023-02-21T09:50:52.816] [INFO] access - path:/api/log/login/list?pageSize=10&pageNum=1&total=33&page=1&startTime=2023-02-10+09:50:44&endTime=2023-02-11+09:50:44 | method:GET | ua:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36
[2023-02-21T09:51:00.795] [INFO] access - path:/api/log/login/list?pageSize=10&pageNum=1&total=0&page=1&startTime=2023-02-20+00:00:00&endTime=2023-02-21+00:00:00 | method:GET | ua:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36
[2023-02-21T09:51:14.184] [INFO] access - path:/api/log/login/list?pageSize=10&pageNum=1&total=0&page=1 | method:GET | ua:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36
[2023-02-21T09:52:20.297] [INFO] access - path:/api/log/login/list?pageSize=10&pageNum=1&total=0&page=1 | method:GET | ua:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36
[2023-02-21T09:56:59.480] [INFO] access - path:/api/log/login/list?pageSize=10&pageNum=1&total=0&page=1 | method:GET | ua:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36
[2023-02-21T09:57:09.885] [INFO] access - path:/api/log/login/list?pageSize=10&pageNum=1&total=0&page=1 | method:GET | ua:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36
[2023-02-21T09:57:17.076] [INFO] access - path:/api/log/login/list?pageSize=10&pageNum=1&total=0&page=1 | method:GET | ua:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36
[2023-02-21T09:58:47.041] [INFO] access - path:/api/log/login/list?pageSize=10&pageNum=1&total=0&page=1 | method:GET | ua:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36
[2023-02-21T09:58:55.280] [INFO] access - path:/api/log/login/list?pageSize=10&pageNum=1&total=0&page=1 | method:GET | ua:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36
[2023-02-21T10:01:06.057] [INFO] access - path:/api/log/login/list?pageSize=10&pageNum=1&total=0&page=1 | method:GET | ua:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36
[2023-02-21T10:01:54.240] [INFO] access - path:/api/log/login/list?pageSize=10&pageNum=1&total=0&page=1 | method:GET | ua:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36
[2023-02-21T10:04:14.741] [INFO] access - path:/api/log/login/list?pageSize=10&pageNum=1&total=0&page=1 | method:GET | ua:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36
[2023-02-21T10:04:20.572] [INFO] access - path:/api/log/login/list?pageSize=10&pageNum=1&total=33&page=1&startTime=2023-02-08+00:00:00&endTime=2023-02-09+23:59:59 | method:GET | ua:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36
[2023-02-21T10:04:29.096] [INFO] access - path:/api/log/login/list?pageSize=10&pageNum=1&total=0&page=1&startTime=2023-02-20+00:00:00&endTime=2023-02-20+23:59:59 | method:GET | ua:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36
[2023-02-21T10:04:44.924] [INFO] access - path:/api/log/login/list?pageSize=10&pageNum=1&total=32&page=1&startTime=2023-02-20+00:00:00&endTime=2023-02-20+23:59:59 | method:GET | ua:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36
[2023-02-21T10:04:53.645] [INFO] access - path:/api/log/login/list?pageSize=10&pageNum=1&total=32&page=1&startTime=2023-02-20+14:00:00&endTime=2023-02-20+23:59:59 | method:GET | ua:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36
[2023-02-21T10:04:55.748] [INFO] access - path:/api/log/login/list?pageSize=10&pageNum=1&total=24&page=1&startTime=2023-02-20+14:00:00&endTime=2023-02-20+23:59:59 | method:GET | ua:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36
[2023-02-21T10:05:34.420] [INFO] access - path:/api/log/login/list?pageSize=10&pageNum=1&total=24&page=1&startTime=2023-02-20+00:00:00&endTime=2023-02-21+23:59:59 | method:GET | ua:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36
[2023-02-21T10:05:38.596] [INFO] access - path:/api/log/login/list?pageSize=10&pageNum=1&total=32&page=1&startTime=2023-02-20+00:00:00&endTime=2023-02-21+23:59:59 | method:GET | ua:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36
[2023-02-21T10:05:39.087] [INFO] access - path:/api/log/login/list?pageSize=10&pageNum=1&total=32&page=1 | method:GET | ua:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36
[2023-02-21T10:05:40.212] [INFO] access - path:/api/log/login/list?pageSize=10&pageNum=1&total=33&page=1 | method:GET | ua:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36
[2023-02-21T10:05:40.424] [INFO] access - path:/api/log/login/list?pageSize=10&pageNum=1&total=33&page=1 | method:GET | ua:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36
[2023-02-21T10:05:40.710] [INFO] access - path:/api/log/login/list?pageSize=10&pageNum=1&total=33&page=1 | method:GET | ua:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36
[2023-02-21T10:05:40.892] [INFO] access - path:/api/log/login/list?pageSize=10&pageNum=1&total=33&page=1 | method:GET | ua:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36
[2023-02-21T10:05:41.058] [INFO] access - path:/api/log/login/list?pageSize=10&pageNum=1&total=33&page=1 | method:GET | ua:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36
[2023-02-21T10:05:41.223] [INFO] access - path:/api/log/login/list?pageSize=10&pageNum=1&total=33&page=1 | method:GET | ua:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36
[2023-02-21T10:05:41.390] [INFO] access - path:/api/log/login/list?pageSize=10&pageNum=1&total=33&page=1 | method:GET | ua:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36
[2023-02-21T10:05:41.555] [INFO] access - path:/api/log/login/list?pageSize=10&pageNum=1&total=33&page=1 | method:GET | ua:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36
[2023-02-21T10:05:54.073] [INFO] access - path:/api/log/login/list?pageSize=10&pageNum=1&total=33&page=1 | method:GET | ua:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36
[2023-02-21T10:05:58.222] [INFO] access - path:/api/log/login/list?pageSize=10&pageNum=1&total=33&page=1 | method:GET | ua:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36
[2023-02-21T10:07:45.101] [INFO] access - path:/api/log/login/list?pageSize=10&pageNum=1&total=0&page=1 | method:GET | ua:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36
[2023-02-21T10:07:49.250] [INFO] access - path:/api/log/login/list?pageSize=10&pageNum=1&total=0&page=1 | method:GET | ua:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36
[2023-02-21T10:07:51.459] [INFO] access - path:/api/log/login/list?pageSize=10&pageNum=1&total=0&page=1 | method:GET | ua:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36
[2023-02-21T10:22:05.228] [INFO] access - path:/api/log/login/list?pageSize=10&pageNum=1&total=0&page=1 | method:GET | ua:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36
[2023-02-21T10:22:09.633] [INFO] access - path:/api/log/operation/list?pageSize=10&pageNum=1&total=0&page=1 | method:GET | ua:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36
[2023-02-21T10:27:48.667] [INFO] access - path:/api/log/operation/delete/11 | method:DELETE | ua:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36
[2023-02-21T10:27:48.715] [INFO] access - path:/api/log/operation/list?pageSize=10&pageNum=1&total=41&page=1 | method:GET | ua:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36
[2023-02-21T10:27:57.799] [INFO] access - path:/api/log/operation/delete/12 | method:DELETE | ua:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36
[2023-02-21T10:27:57.848] [INFO] access - path:/api/log/operation/list?pageSize=10&pageNum=1&total=41&page=1 | method:GET | ua:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36
[2023-02-21T10:28:00.317] [INFO] access - path:/api/log/operation/list?pageSize=10&pageNum=1&total=41&page=1 | method:GET | ua:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36
[2023-02-21T10:28:21.663] [INFO] access - path:/api/log/operation/list?pageSize=10&pageNum=1&total=41&page=1 | method:GET | ua:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36
[2023-02-21T10:28:22.174] [INFO] access - path:/api/log/operation/list?pageSize=10&pageNum=1&total=41&page=1 | method:GET | ua:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36
[2023-02-21T10:28:22.370] [INFO] access - path:/api/log/operation/list?pageSize=10&pageNum=1&total=41&page=1 | method:GET | ua:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36
[2023-02-21T10:28:32.497] [INFO] access - path:/api/log/operation/delete/2 | method:DELETE | ua:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36
[2023-02-21T10:28:32.525] [INFO] access - path:/api/log/operation/list?pageSize=10&pageNum=1&total=41&page=1 | method:GET | ua:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36
[2023-02-21T10:28:49.505] [INFO] access - path:/api/log/operation/delete/3,4,5,6,7,8,9,10,13,14 | method:DELETE | ua:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36
[2023-02-21T10:28:49.541] [INFO] access - path:/api/log/operation/list?pageSize=10&pageNum=1&total=41&page=1 | method:GET | ua:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36
[2023-02-21T10:29:02.972] [INFO] access - path:/api/log/operation/delete/15,16,17,18,19,20,21,22,23,24 | method:DELETE | ua:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36
[2023-02-21T10:29:03.002] [INFO] access - path:/api/log/operation/list?pageSize=10&pageNum=1&total=32&page=1 | method:GET | ua:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36
[2023-02-21T10:29:12.196] [INFO] access - path:/api/log/operation/delete/25,26,27,28,29,30,31,32 | method:DELETE | ua:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36
[2023-02-21T10:29:12.229] [INFO] access - path:/api/log/operation/list?pageSize=10&pageNum=1&total=23&page=1 | method:GET | ua:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36
[2023-02-21T10:29:29.980] [INFO] access - path:/api/log/operation/list?pageSize=10&pageNum=2&total=16&page=1 | method:GET | ua:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36
[2023-02-21T10:29:39.253] [INFO] access - path:/api/log/operation/delete/49 | method:DELETE | ua:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36
[2023-02-21T10:29:39.280] [INFO] access - path:/api/log/operation/list?pageSize=10&pageNum=2&total=16&page=1 | method:GET | ua:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36
[2023-02-21T10:29:41.571] [INFO] access - path:/api/log/operation/list?pageSize=10&pageNum=1&total=16&page=1 | method:GET | ua:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36
[2023-02-21T10:29:43.055] [INFO] access - path:/api/log/operation/list?pageSize=10&pageNum=2&total=16&page=1 | method:GET | ua:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36
[2023-02-21T10:29:44.796] [INFO] access - path:/api/log/operation/list?pageSize=10&pageNum=1&total=16&page=1 | method:GET | ua:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36
[2023-02-21T10:30:05.357] [INFO] access - path:/api/log/operation/list?pageSize=10&pageNum=1&total=16&page=1 | method:GET | ua:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36
[2023-02-21T10:30:08.422] [INFO] access - path:/api/log/operation/list?pageSize=10&pageNum=1&total=0&page=1 | method:GET | ua:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36
[2023-02-21T10:31:43.659] [INFO] access - path:/api/log/operation/list?pageSize=10&pageNum=1&total=16&page=1&startTime=2023-02-21+00:00:00&endTime=2023-02-21+23:59:59 | method:GET | ua:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36
[2023-02-21T10:32:21.589] [INFO] access - path:/api/log/operation/list?pageSize=10&pageNum=1&total=6&page=1&startTime=2023-02-21+00:00:00&endTime=2023-02-21+23:59:59 | method:GET | ua:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36
[2023-02-21T10:33:05.647] [INFO] access - path:/api/log/operation/list?pageSize=10&pageNum=1&total=6&page=1 | method:GET | ua:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36
[2023-02-21T10:33:07.229] [INFO] access - path:/api/log/operation/list?pageSize=10&pageNum=2&total=16&page=1 | method:GET | ua:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36
